,read_code,icd10_code,mapping_status,refine_flag,add_code_flag,element_num,block_num
571,171D.,R05X,D,C,C,0.0,0.0
572,171D.,J410,R,C,C,0.0,0.0
573,171D.,R042,R,C,C,0.0,0.0
574,171Z.,R05X,D,C,C,0.0,0.0
575,171Z.,J410,R,C,C,0.0,0.0
576,171Z.,R042,R,C,C,0.0,0.0
577,1732.,R060,G,C,C,0.0,0.0
578,1733.,R060,G,C,C,0.0,0.0
579,1734.,R060,G,C,C,0.0,0.0
580,1736.,R060,G,C,C,0.0,0.0
581,1738.,R068,G,C,C,0.0,0.0
582,173A.,J459,G,C,C,0.0,0.0
583,173B.,R05X,D,C,C,0.0,0.0
584,173B.,R062,D,C,C,1.0,0.0
585,173Z.,R068,G,C,C,0.0,0.0
586,1742.,R066,E,C,C,0.0,0.0
587,174Z.,R066,E,C,C,0.0,0.0
588,1752.,R196,G,C,C,0.0,0.0
589,176..,J00X,G,C,C,0.0,0.0
590,1761.,J40X,G,C,C,0.0,0.0
591,1813.,R002,D,C,C,0.0,0.0
592,1813.,F453,R,C,C,0.0,0.0
593,1814.,R002,G,C,C,0.0,0.0
594,181Z.,R002,D,C,C,0.0,0.0
595,181Z.,F453,R,C,C,0.0,0.0
596,182..,R074,D,C,C,0.0,0.0
597,182..,R071,A,C,C,0.0,0.0
598,182..,R072,A,C,C,0.0,0.0
599,182..,R073,A,C,C,0.0,0.0
600,182..,I209,R,C,C,0.0,0.0
601,1822.,R072,D,C,C,0.0,0.0
602,1822.,I20,R,M,C,0.0,0.0
603,1823.,R072,D,C,C,0.0,0.0
604,1823.,F454,R,C,C,0.0,0.0
605,1824.,R073,G,C,C,0.0,0.0
606,1825.,R073,G,C,C,0.0,0.0
607,1826.,R073,G,C,C,0.0,0.0
608,1828.,R074,D,C,C,0.0,0.0
609,1828.,R07,A,M,C,0.0,0.0
610,1828.,I20,R,M,C,0.0,0.0
611,1829.,R073,D,C,C,0.0,0.0
612,1829.,I20,R,M,C,0.0,0.0
613,182A.,R074,D,C,C,0.0,0.0
614,182A.,R07,A,M,C,0.0,0.0
615,182A.,I20,R,M,C,0.0,0.0
616,182B0,R073,G,C,C,0.0,0.0
617,182Z.,R074,D,C,C,0.0,0.0
618,182Z.,R07,A,M,C,0.0,0.0
619,182Z.,I20,R,M,C,0.0,0.0
620,1834.,M798,G,C,C,0.0,0.0
621,183Z.,R609,D,C,C,0.0,0.0
622,183Z.,R60,A,M,C,0.0,0.0
623,1842.,I878,G,C,C,0.0,0.0
624,1843.,I878,G,C,C,0.0,0.0
625,1844.,I878,G,C,C,0.0,0.0
626,186..,R208,G,C,C,0.0,0.0
627,1860.,R208,G,C,C,0.0,0.0
628,1861.,R208,G,C,C,0.0,0.0
629,1912.,K088,G,C,C,0.0,0.0
630,1922.,K137,E,C,C,0.0,0.0
631,1923.,K137,G,C,C,0.0,0.0
632,1927.,R682,D,C,C,0.0,0.0
633,1927.,E86X,R,C,C,0.0,0.0
634,1927.,K117,R,C,C,0.0,0.0
635,1927.,M350,R,C,C,0.0,0.0
636,1942.,R13X,G,C,C,0.0,0.0
637,1943.,R13X,G,C,C,0.0,0.0
638,1944.,R13X,G,C,C,0.0,0.0
639,195..,K30X,D,C,C,0.0,0.0
640,195..,F453,R,C,C,0.0,0.0
641,1953.,R12X,D,C,C,0.0,0.0
642,1953.,K30X,R,C,C,0.0,0.0
643,1954.,K30X,G,C,C,0.0,0.0
644,1955.,R12X,D,C,C,0.0,0.0
645,1955.,K30X,R,C,C,0.0,0.0
646,1956.,K30X,G,C,C,0.0,0.0
647,195Z.,K30X,D,C,C,0.0,0.0
648,195Z.,F453,R,C,C,0.0,0.0
649,1962.,R104,D,C,C,0.0,0.0
650,1962.,F453,R,C,C,0.0,0.0
651,1962.,N23X,R,C,C,0.0,0.0
652,1963.,R104,D,C,C,0.0,0.0
653,1963.,R10,A,M,C,0.0,0.0
654,1965.,K805,E,C,C,0.0,0.0
655,1966.,R104,G,C,C,0.0,0.0
656,1967.,G438,G,C,C,0.0,0.0
657,1968.,R198,G,C,C,0.0,0.0
658,1969.,R104,D,C,C,0.0,0.0
659,1969.,R10,A,M,C,0.0,0.0
660,19690,R104,D,C,C,0.0,0.0
661,19690,R10,A,M,C,0.0,0.0
662,196A.,R198,G,C,C,0.0,0.0
663,1971.,R104,G,C,C,0.0,0.0
664,1972.,R101,G,C,C,0.0,0.0
665,1973.,R101,G,C,C,0.0,0.0
666,1974.,R101,G,C,C,0.0,0.0
667,1975.,R104,G,C,C,0.0,0.0
668,1976.,R104,G,C,C,0.0,0.0
669,1977.,R103,G,C,C,0.0,0.0
670,1978.,R103,G,C,C,0.0,0.0
671,1979.,R103,G,C,C,0.0,0.0
672,197A.,R104,D,C,C,0.0,0.0
673,197A.,R100,A,C,C,0.0,0.0
674,197B.,R101,G,C,C,0.0,0.0
675,197C.,R103,D,C,C,0.0,0.0
676,197C.,R102,A,C,C,0.0,0.0
677,1982.,R11X,E,C,C,0.0,0.0
678,1984.,K30X,G,C,C,0.0,0.0
679,198Z.,R11X,D,C,C,0.0,0.0
680,198Z.,A081,R,C,C,0.0,0.0
681,198Z.,F453,R,C,C,0.0,0.0
682,198Z.,O21,R,M,C,0.0,0.0
683,198Z.,P018,R,C,P,0.0,0.0
684,198Z.,T753,R,C,P,0.0,0.0
685,1993.,R11X,G,C,P,0.0,0.0
686,1995.,K920,G,C,C,0.0,0.0
687,1996.,R11X,G,C,C,0.0,0.0
688,199Z.,R11X,G,C,C,0.0,0.0
689,19A..,R14X,D,C,C,0.0,0.0
690,19A..,F453,R,C,C,0.0,0.0
691,19AZ.,R14X,D,C,C,0.0,0.0
692,19AZ.,F453,R,C,C,0.0,0.0
693,19B2.,R14X,D,C,C,0.0,0.0
694,19B2.,F453,R,C,C,0.0,0.0
695,19B3.,R14X,G,C,C,0.0,0.0
696,19B5.,R14X,D,C,C,0.0,0.0
697,19B5.,F453,R,C,C,0.0,0.0
698,19D2.,R198,D,C,C,0.0,0.0
699,19D2.,R301,R,C,C,0.0,0.0
700,19DZ.,R198,D,C,C,0.0,0.0
701,19DZ.,R301,R,C,C,0.0,0.0
702,19EA.,R194,D,C,C,0.0,0.0
703,19EA.,K590,R,C,C,0.0,0.0
704,19EA.,K591,R,C,C,0.0,0.0
705,19F2.,A099,D,C,C,0.0,0.0
706,19F2.,A09,A,M,C,0.0,0.0
707,19F2.,B780,R,C,C,0.0,0.0
708,19F2.,F453,R,C,C,0.0,0.0
709,19F2.,K318,R,C,C,0.0,0.0
710,19F2.,K52,R,M,C,0.0,0.0
711,19F2.,K591,R,C,C,0.0,0.0
712,19F2.,K901,R,C,C,0.0,0.0
713,19F2.,K918,R,C,C,0.0,0.0
714,19F2.,P783,R,C,C,0.0,0.0
715,19F3.,R15X,G,C,C,0.0,0.0
716,1A12.,R35X,D,C,C,0.0,0.0
717,1A12.,F453,R,C,C,0.0,0.0
718,1A13.,R35X,D,C,C,0.0,0.0
719,1A13.,R453,R,C,C,0.0,0.0
720,1A22.,R32X,D,C,C,0.0,0.0
721,1A22.,F980,R,C,C,0.0,0.0
722,1A23.,R32X,D,C,C,0.0,0.0
723,1A23.,F980,R,C,C,0.0,0.0
724,1A23.,N393,R,C,C,0.0,0.0
725,1A23.,N394,R,C,C,0.0,0.0
726,1A25.,R398,G,C,C,0.0,0.0
727,1A26.,N394,G,C,C,0.0,0.0
728,1A33.,R391,E,C,C,0.0,0.0
729,1A34.,R391,G,C,C,0.0,0.0
730,1A36.,R391,G,C,C,0.0,0.0
731,1A42.,R829,G,C,C,0.0,0.0
732,1A44.,R829,G,C,C,0.0,0.0
733,1A5..,R102,G,C,C,0.0,0.0
734,1A55.,R300,D,C,C,0.0,0.0
735,1A55.,R30,A,M,C,0.0,0.0
736,1A55.,F453,R,C,C,0.0,0.0
737,1A56.,R300,G,C,C,0.0,0.0
738,1A57.,N508,D,C,C,0.0,0.0
739,1A57.,F454,R,C,C,0.0,0.0
740,1A58.,N948,D,C,C,0.0,0.0
741,1A58.,F454,R,C,C,0.0,0.0
742,1A581,N948,G,C,C,0.0,0.0
743,1A5D.,R398,G,C,C,0.0,0.0
744,1A6..,R36X,G,C,C,0.0,0.0
745,1A62.,R36X,G,C,C,0.0,0.0
746,1A6Z.,R36X,G,C,C,0.0,0.0
747,1A7..,N898,G,C,C,0.0,0.0
748,1A72.,N898,G,C,C,0.0,0.0
749,1A7Z.,N898,G,C,C,0.0,0.0
750,1A8..,N63X,G,C,C,0.0,0.0
751,1A82.,N63X,G,C,C,0.0,0.0
752,1A8Z.,N63X,G,C,C,0.0,0.0
753,1A9..,N645,G,C,C,0.0,0.0
754,1A92.,N645,G,C,C,0.0,0.0
755,1A9Z.,N645,G,C,C,0.0,0.0
756,1AA..,N40X,G,C,C,0.0,0.0
757,1AC0.,R34X,D,C,C,0.0,0.0
758,1AC0.,N20,R,M,C,0.0,0.0
759,1AC0.,N21,R,M,C,0.0,0.0
760,1AC0.,N990,R,C,C,0.0,0.0
761,1AC0.,O033,R,C,C,0.0,0.0
762,1AC0.,O038,R,C,C,0.0,0.0
763,1AC0.,O043,R,C,C,0.0,0.0
764,1AC0.,O048,R,C,C,0.0,0.0
765,1AC0.,O053,R,C,C,0.0,0.0
766,1AC0.,O058,R,C,C,0.0,0.0
767,1AC0.,O063,R,C,C,0.0,0.0
768,1AC0.,O068,R,C,C,0.0,0.0
769,1AC0.,O073,R,C,C,0.0,0.0
770,1AC0.,O078,R,C,C,0.0,0.0
771,1AC0.,O084,R,C,C,0.0,0.0
772,1AC0.,P960,R,C,C,0.0,0.0
773,1AC0.,T370,R,C,P,0.0,0.0
774,1AC0.,T795,R,C,P,0.0,0.0
775,1AC1.,R34X,D,C,C,0.0,0.0
776,1AC1.,N990,R,C,C,0.0,0.0
777,1AC1.,O033,R,C,C,0.0,0.0
778,1AC1.,O038,R,C,C,0.0,0.0
779,1AC1.,O043,R,C,C,0.0,0.0
780,1AC1.,O048,R,C,C,0.0,0.0
781,1AC1.,O053,R,C,C,0.0,0.0
782,1AC1.,O058,R,C,C,0.0,0.0
783,1AC1.,O063,R,C,C,0.0,0.0
784,1AC1.,O068,R,C,C,0.0,0.0
785,1AC1.,O073,R,C,C,0.0,0.0
786,1AC1.,O078,R,C,C,0.0,0.0
787,1AC1.,O084,R,C,C,0.0,0.0
788,1AC1.,O088,R,C,C,0.0,0.0
789,1AC2.,R35X,D,C,C,0.0,0.0
790,1AC2.,F453,R,C,C,0.0,0.0
791,1AE..,N948,G,C,C,0.0,0.0
792,1AF..,R35X,G,C,C,0.0,0.0
793,1AZ3.,R391,G,C,C,0.0,0.0
794,1B1..,R450,G,C,C,0.0,0.0
795,1B1A0,R413,D,C,C,0.0,0.0
796,1B1A0,R411,A,C,C,0.0,0.0
797,1B1A0,R412,A,C,C,0.0,0.0
798,1B1A0,F04X,R,C,C,0.0,0.0
799,1B1A0,F067,R,C,C,0.0,0.0
800,1B1A0,F106,R,C,C,0.0,0.0
801,1B1A0,F116,R,C,C,0.0,0.0
802,1B1A0,F126,R,C,C,0.0,0.0
803,1B1A0,F136,R,C,C,0.0,0.0
804,1B1A0,F146,R,C,C,0.0,0.0
805,1B1A0,F156,R,C,C,0.0,0.0
806,1B1A0,F166,R,C,C,0.0,0.0
807,1B1A0,F176,R,C,C,0.0,0.0
808,1B1A0,F186,R,C,C,0.0,0.0
809,1B1A0,F196,R,C,C,0.0,0.0
810,1B1A0,G409,R,C,C,0.0,0.0
811,1B1A0,G454,R,C,C,0.0,0.0
812,1B1B0,G470,G,C,C,0.0,0.0
813,1B1B1,G470,G,C,C,0.0,0.0
814,1B1B2,G470,G,C,C,0.0,0.0
815,1B1D.,F515,G,C,C,0.0,0.0
816,1B1E.,R443,D,C,C,0.0,0.0
817,1B1E.,R440,A,C,C,0.0,0.0
818,1B1E.,R441,A,C,C,0.0,0.0
819,1B1E.,R442,A,C,C,0.0,0.0
820,1B1F.,R478,G,C,C,0.0,0.0
821,1B1G0,R51X,G,C,C,0.0,0.0
822,1B1G1,R51X,G,C,C,0.0,0.0
823,1B1I.,R681,G,C,C,0.0,0.0
824,1B1L.,F432,G,C,C,0.0,0.0
825,1B1N.,R458,G,C,C,0.0,0.0
826,1B1O.,R451,G,C,C,0.0,0.0
827,1B2..,R258,D,C,C,0.0,0.0
828,1B2..,R25,A,M,C,0.0,0.0
829,1B2Z.,R258,D,C,C,0.0,0.0
830,1B2Z.,R25,A,M,C,0.0,0.0
831,1B322,M628,G,C,C,0.0,0.0
832,1B33.,G839,D,C,C,0.0,0.0
833,1B33.,G83,A,M,C,0.0,0.0
834,1B41.,R202,E,C,C,0.0,0.0
835,1B42.,R202,D,C,C,0.0,0.0
836,1B42.,F446,R,C,C,0.0,0.0
837,1B42.,F458,R,C,C,0.0,0.0
838,1B43.,R202,D,C,C,0.0,0.0
839,1B43.,F446,R,C,C,0.0,0.0
840,1B43.,F458,R,C,C,0.0,0.0
841,1B44.,R208,G,C,C,0.0,0.0
842,1B440,R200,D,C,C,0.0,0.0
843,1B440,F446,R,C,C,0.0,0.0
844,1B440,F458,R,C,C,0.0,0.0
845,1B441,R478,G,C,C,0.0,0.0
846,1B54.,R42X,G,C,C,0.0,0.0
847,1B62.,R55X,G,C,C,0.0,0.0
848,1B68.,R55X,G,C,C,0.0,0.0
849,1B74.,H433,G,C,C,0.0,0.0
850,1B75.,H540,D,C,C,0.0,0.0
851,1B75.,H541,A,C,C,0.0,0.0
852,1B75.,H544,A,C,C,0.0,0.0
853,1B75.,B73X,R,C,C,0.0,0.0
854,1B75.,H161,R,C,C,0.0,0.0
855,1B75.,H310,R,C,C,0.0,0.0
856,1B75.,H531,R,C,C,0.0,0.0
857,1B75.,H535,R,C,C,0.0,0.0
858,1B75.,H536,R,C,C,0.0,0.0
859,1B76.,H538,G,C,C,0.0,0.0
860,1B86.,H578,G,C,C,0.0,0.0
861,1B88.,H041,G,C,C,0.0,0.0
862,1B92.,F985,G,C,C,0.0,0.0
863,1B93.,R478,D,C,C,0.0,0.0
864,1B93.,F80,R,M,C,0.0,0.0
865,1BA2.,R51X,G,C,C,0.0,0.0
866,1BA3.,R51X,G,C,C,0.0,0.0
867,1BA4.,R51X,D,C,C,0.0,0.0
868,1BA4.,F454,R,C,C,0.0,0.0
869,1BA4.,G43,R,M,C,0.0,0.0
870,1BA4.,G44,R,M,C,0.0,0.0
871,1BA4.,G971,R,C,C,0.0,0.0
872,1BA4.,O294,R,C,C,0.0,0.0
873,1BA4.,O745,R,C,C,0.0,0.0
874,1BA4.,O894,R,C,C,0.0,0.0
875,1BA4.,T885,R,C,P,0.0,0.0
876,1BA6.,R51X,G,C,C,0.0,0.0
877,1BA7.,R51X,G,C,C,0.0,0.0
878,1BA8.,R51X,G,C,C,0.0,0.0
879,1BB..,R51X,G,C,C,0.0,0.0
880,1BB1.,R51X,D,C,C,0.0,0.0
881,1BB1.,F454,R,C,C,0.0,0.0
882,1BB1.,G43,R,M,C,0.0,0.0
883,1BB1.,G44,R,M,C,0.0,0.0
884,1BB1.,G971,R,C,C,0.0,0.0
885,1BB1.,O294,R,C,C,0.0,0.0
886,1BB1.,O745,R,C,C,0.0,0.0
887,1BB1.,O894,R,C,C,0.0,0.0
888,1BB1.,T885,R,C,P,0.0,0.0
889,1BB4.,R51X,D,C,C,0.0,0.0
890,1BB4.,F454,R,C,C,0.0,0.0
891,1BB4.,G43,R,M,C,0.0,0.0
892,1BB4.,G44,R,M,C,0.0,0.0
893,1BB4.,G971,R,C,C,0.0,0.0
894,1BB4.,O294,R,C,C,0.0,0.0
895,1BB4.,O745,R,C,C,0.0,0.0
896,1BB4.,O894,R,C,C,0.0,0.0
897,1BB4.,T885,R,C,P,0.0,0.0
898,1BB5.,R51X,G,C,C,0.0,0.0
899,1BBZ.,R51X,G,C,C,0.0,0.0
900,1BC..,F220,G,C,C,0.0,0.0
901,1BD1.,R458,G,C,C,0.0,0.0
902,1BE..,F432,G,C,C,0.0,0.0
903,1BK..,R452,G,C,C,0.0,0.0
904,1C12.,H919,D,C,C,0.0,0.0
905,1C12.,H91,A,M,C,0.0,0.0
906,1C12.,H90,R,M,C,0.0,0.0
907,1C131,H904,G,C,C,0.0,0.0
908,1C132,H919,D,C,C,0.0,0.0
909,1C132,H91,A,M,C,0.0,0.0
910,1C133,H919,D,C,C,0.0,0.0
911,1C133,H91,A,M,C,0.0,0.0
912,1C15.,H932,D,C,C,0.0,0.0
913,1C15.,H931,A,C,C,0.0,0.0
914,1C22.,H932,G,C,C,0.0,0.0
915,1C23.,H932,D,C,C,0.0,0.0
916,1C23.,H931,A,C,C,0.0,0.0
917,1C24.,H932,D,C,C,0.0,0.0
918,1C24.,H931,A,C,C,0.0,0.0
919,1C25.,H932,G,C,C,0.0,0.0
920,1C3..,H920,G,C,C,0.0,0.0
921,1C32.,H920,G,C,C,0.0,0.0
922,1C33.,H920,G,C,C,0.0,0.0
923,1C3Z.,H920,G,C,C,0.0,0.0
924,1C4..,H921,G,C,C,0.0,0.0
925,1C42.,H921,G,C,C,0.0,0.0
926,1C43.,H922,G,C,C,0.0,0.0
927,1C4Z.,H921,G,C,C,0.0,0.0
928,1C5..,R067,G,C,C,0.0,0.0
929,1C52.,R067,G,C,C,0.0,0.0
930,1C5Z.,R067,G,C,C,0.0,0.0
931,1C6..,R040,G,C,C,0.0,0.0
932,1C62.,R040,G,C,C,0.0,0.0
933,1C6Z.,R040,D,C,C,0.0,0.0
934,1C6Z.,N948,R,C,C,0.0,0.0
935,1C7..,R065,G,C,C,0.0,0.0
936,1C72.,R065,G,C,C,0.0,0.0
937,1C7Z.,R065,G,C,C,0.0,0.0
938,1C84.,J329,G,C,C,0.0,0.0
939,1C85.,R220,G,C,C,0.0,0.0
940,1C9Z.,J029,D,C,C,0.0,0.0
941,1C9Z.,J02,A,M,C,0.0,0.0
942,1C9Z.,A360,R,C,C,0.0,0.0
943,1C9Z.,B002,R,C,C,0.0,0.0
944,1C9Z.,B085,R,C,C,0.0,0.0
945,1C9Z.,J111,R,C,C,0.0,0.0
946,1C9Z.,J312,R,C,C,0.0,0.0
947,1CA2.,R490,D,C,C,0.0,0.0
948,1CA2.,F444,R,C,C,0.0,0.0
949,1CB2.,R068,G,C,C,0.0,0.0
950,1CB3.,R070,G,C,C,0.0,0.0
951,1CB5.,R098,G,C,C,0.0,0.0
952,1CBZ.,R098,G,C,C,0.0,0.0
953,1CC..,J348,G,C,C,0.0,0.0
954,1CD..,H938,G,C,C,0.0,0.0
955,1D1..,R688,G,C,C,0.0,0.0
956,1D14.,R21X,G,C,C,0.0,0.0
957,1DC1.,R529,D,C,C,0.0,0.0
958,1DC1.,R52,A,M,C,0.0,0.0
959,1DC2.,R529,D,C,C,0.0,0.0
960,1DC2.,R52,A,M,C,0.0,0.0
961,1DC5.,R529,D,C,C,0.0,0.0
962,1DC5.,R52,A,M,C,0.0,0.0
963,1DC8.,R529,G,C,C,0.0,0.0
964,1Z00.,R69X,G,C,C,0.0,0.0
965,1Z01.,R69X,G,C,C,0.0,0.0
966,2224.,R64X,G,C,C,0.0,0.0
967,2225.,E86X,G,C,C,0.0,0.0
968,222A.,E669,G,C,C,0.0,0.0
969,2232.,R410,G,C,C,0.0,0.0
970,2233.,F059,G,C,C,0.0,0.0
971,2234.,R400,G,C,C,0.0,0.0
972,224..,R55X,G,C,C,0.0,0.0
973,2241.,I469,G,C,C,0.0,0.0
974,2242.,R092,G,C,C,0.0,0.0
975,2243.,R090,G,C,C,0.0,0.0
976,2244.,R55X,G,C,C,0.0,0.0
977,2253.,R458,G,C,C,0.0,0.0
978,2256.,R451,G,C,C,0.0,0.0
979,2257.,F329,D,C,C,0.0,0.0
980,2257.,F32,A,M,C,0.0,0.0
981,2257.,F33,R,M,C,0.0,0.0
982,2259.,R450,G,C,C,0.0,0.0
983,225B.,R454,G,C,C,0.0,0.0
984,2274.,R17X,G,C,C,0.0,0.0
985,2276.,R230,G,C,C,0.0,0.0
986,22760,R230,G,C,C,0.0,0.0
987,22770,R230,G,C,C,0.0,0.0
988,22771,R230,G,C,C,0.0,0.0
989,2284.,E348,G,C,C,0.0,0.0
990,22A1.,R628,G,C,C,0.0,0.0
991,22A2.,R628,G,C,C,0.0,0.0
992,22A6.,R628,G,C,C,0.0,0.0
993,22C2.,R600,G,C,C,0.0,0.0
994,22C3.,R600,G,C,C,0.0,0.0
995,22C40,R600,D,C,C,0.0,0.0
996,22C40,I871,R,C,C,0.0,0.0
997,22C6.,R600,G,C,C,0.0,0.0
998,22C7.,R600,G,C,C,0.0,0.0
999,22C9.,R600,G,C,C,0.0,0.0
1000,22D8.,L680,G,C,C,0.0,0.0
1001,22E2.,H184,G,C,C,0.0,0.0
1002,22E5.,H269,D,C,C,0.0,0.0
1003,22E5.,H26,A,M,C,0.0,0.0
1004,22E5.,H25,R,M,C,0.0,0.0
1005,22E7.,H052,G,C,C,0.0,0.0
1006,22E9.,H113,G,C,C,0.0,0.0
1007,22EE.,H269,D,C,C,0.0,0.0
1008,22EE.,H26,A,M,C,0.0,0.0
1009,22EE.,H25,R,M,C,0.0,0.0
1010,22F2.,M852,G,C,C,0.0,0.0
1011,22G2.,K118,G,C,C,0.0,0.0
1012,22H2.,E049,D,C,C,0.0,0.0
1013,22H2.,E04,A,M,C,0.0,0.0
1014,22I2.,R628,G,C,C,0.0,0.0
1015,22I4.,E300,G,C,C,0.0,0.0
1016,22I6.,E343,G,C,C,0.0,0.0
1017,22J5.,R959,D,C,C,0.0,0.0
1018,22J5.,R950,A,C,C,0.0,0.0
1019,22K4.,E669,G,C,C,0.0,0.0
1020,22K5.,E669,G,C,C,0.0,0.0
1021,22L4.,T793,G,C,C,0.0,0.0
1022,2323.,R060,G,C,C,0.0,0.0
1023,2324.,R060,G,C,C,0.0,0.0
1024,2325.,R063,G,C,C,0.0,0.0
1025,2326.,R062,G,C,C,0.0,0.0
1026,232A.,R064,G,C,C,0.0,0.0
1027,2343.,R065,G,C,C,0.0,0.0
1028,2352.,R098,G,C,C,0.0,0.0
1029,2353.,R068,G,C,C,0.0,0.0
1030,2371.,M954,D,C,C,0.0,0.0
1031,2371.,E643,R,C,C,0.0,0.0
1032,2371.,Q677,R,C,C,0.0,0.0
1033,2373.,M954,D,C,C,0.0,0.0
1034,2373.,E643,R,C,C,0.0,0.0
1035,2374.,E550,G,C,C,0.0,0.0
1036,2375.,M954,G,C,C,0.0,0.0
1037,2376.,M419,G,P,C,0.0,0.0
1038,2377.,M45X,G,M,C,0.0,0.0
1039,2382.,Q321,G,C,C,0.0,0.0
1040,23D3.,R068,G,C,C,0.0,0.0
1041,23E1.,J81X,G,C,C,0.0,0.0
1042,23E2.,J181,G,C,C,0.0,0.0
1043,23E3.,A162,D,C,C,0.0,0.0
1044,23E3.,J984,R,C,C,0.0,0.0
1045,23E5.,J841,G,C,C,0.0,0.0
1046,2421.,R001,G,C,C,0.0,0.0
1047,2422.,R001,G,C,C,0.0,0.0
1048,2423.,R001,G,C,C,0.0,0.0
1049,2425.,R000,G,C,C,0.0,0.0
1050,2426.,R000,G,C,C,0.0,0.0
1051,2427.,R000,G,C,C,0.0,0.0
1052,2432.,R008,G,C,C,0.0,0.0
1053,2433.,R008,G,C,C,0.0,0.0
1054,2456.,I729,D,C,C,0.0,0.0
1055,2456.,I72,A,M,C,0.0,0.0
1056,2461.,R031,G,C,C,0.0,0.0
1057,2462.,R031,G,C,C,0.0,0.0
1058,2463.,R031,G,C,C,0.0,0.0
1059,2465.,R030,G,C,C,0.0,0.0
1060,2466.,R030,G,C,C,0.0,0.0
1061,2467.,R030,G,C,C,0.0,0.0
1062,2472.,R098,G,C,C,0.0,0.0
1063,2473.,R098,G,C,C,0.0,0.0
1064,2474.,R098,G,C,C,0.0,0.0
1065,2482.,I839,D,C,C,0.0,0.0
1066,2482.,I83,A,M,C,0.0,0.0
1067,2482.,I85,R,M,C,0.0,0.0
1068,2482.,I86,R,M,C,0.0,0.0
1069,2482.,O220,R,C,C,0.0,0.0
1070,2482.,O221,R,C,C,0.0,0.0
1071,2482.,O224,R,C,C,0.0,0.0
1072,2482.,O872,R,C,C,0.0,0.0
1073,2482.,O878,R,C,C,0.0,0.0
1074,2482.,P026,R,C,C,0.0,0.0
1075,2482.,Q278,R,C,C,0.0,0.0
1076,2485.,I868,G,C,C,0.0,0.0
1077,24B7.,R012,G,C,C,0.0,0.0
1078,24D2.,R010,G,C,C,0.0,0.0
1079,24D3.,R011,G,C,C,0.0,0.0
1080,24D5.,I358,G,C,C,0.0,0.0
1081,24D7.,I378,G,C,C,0.0,0.0
1082,2523.,K130,G,C,C,0.0,0.0
1083,2524.,B001,G,C,C,0.0,0.0
1084,2533.,K121,G,C,C,0.0,0.0
1085,2535.,D692,G,C,C,0.0,0.0
1086,2536.,R21X,G,C,C,0.0,0.0
1087,2542.,K029,D,C,C,0.0,0.0
1088,2542.,K02,A,M,C,0.0,0.0
1089,2552.,K051,D,C,C,0.0,0.0
1090,2552.,K050,A,C,C,0.0,0.0
1091,2552.,A691,R,C,C,0.0,0.0
1092,2552.,E52XD,D,C,C,0.0,1.0
1093,2552.,K938A,D,C,C,1.0,1.0
1094,2552.,K938A,D,C,C,0.0,2.0
1095,2552.,E52XD,D,C,C,1.0,2.0
1096,2554.,K068,G,C,C,0.0,0.0
1097,2555.,K061,G,C,C,0.0,0.0
1098,2556.,K068,G,C,C,0.0,0.0
1099,2563.,K148,G,C,C,0.0,0.0
1100,2564.,K140,D,C,C,0.0,0.0
1101,2564.,K141,A,C,C,0.0,0.0
1102,2564.,K142,A,C,C,0.0,0.0
1103,2565.,Q382,D,C,C,0.0,0.0
1104,2565.,K148,R,C,C,0.0,0.0
1105,2566.,K145,D,C,C,0.0,0.0
1106,2566.,Q383,R,C,C,0.0,0.0
1107,2567.,K140,G,C,C,0.0,0.0
1108,2568.,K132,G,C,C,0.0,0.0
1109,2586.,L906,G,C,C,0.0,0.0
1110,25A2.,R14X,G,C,C,0.0,0.0
1111,25C2.,R101,G,C,C,0.0,0.0
1112,25C3.,R101,G,C,C,0.0,0.0
1113,25C4.,R101,G,C,C,0.0,0.0
1114,25C5.,R104,G,C,C,0.0,0.0
1115,25C6.,R103,G,C,C,0.0,0.0
1116,25C7.,R104,G,C,C,0.0,0.0
1117,25C8.,R102,G,C,C,0.0,0.0
1118,25C9.,R104,G,C,C,0.0,0.0
1119,25CA.,R103,G,C,C,0.0,0.0
1120,25E..,R104,G,C,C,0.0,0.0
1121,25E2.,R101,G,C,C,0.0,0.0
1122,25E3.,R101,G,C,C,0.0,0.0
1123,25E4.,R101,G,C,C,0.0,0.0
1124,25E5.,M545,G,M,C,0.0,0.0
1125,25E6.,R101,G,C,C,0.0,0.0
1126,25E7.,M545,G,M,C,0.0,0.0
1127,25E8.,R103,G,C,C,0.0,0.0
1128,25E9.,R103,G,C,C,0.0,0.0
1129,25EA.,R103,G,C,C,0.0,0.0
1130,25G3.,R160,G,C,C,0.0,0.0
1131,25G4.,R160,G,C,C,0.0,0.0
1132,25H9.,R101,G,C,C,0.0,0.0
1133,25J7.,R190,G,C,C,0.0,0.0
1134,25M..,R190,G,C,C,0.0,0.0
1135,25M1.,R190,G,C,C,0.0,0.0
1136,25M2.,R190,G,C,C,0.0,0.0
1137,25O..,R18X,G,C,C,0.0,0.0
1138,25O2.,R18X,G,C,C,0.0,0.0
1139,25O3.,R18X,G,C,C,0.0,0.0
1140,25O4.,R18X,G,C,C,0.0,0.0
1141,25P2.,K469,D,C,C,0.0,0.0
1142,25P2.,K46,A,M,C,0.0,0.0
1143,25P3.,K460,D,C,C,0.0,0.0
1144,25P3.,K461,A,C,C,0.0,0.0
