,read_code,icd10_code,mapping_status,refine_flag,add_code_flag,element_num,block_num
59030,X409S,P031,A,C,C,0.0,0.0
59031,X409T,O347,G,C,C,0.0,0.0
59032,X409U,O347,G,C,C,0.0,0.0
59033,X409V,O347,G,C,C,0.0,0.0
59034,X409W,O347,G,C,C,0.0,0.0
59035,X409X,O347,G,C,C,0.0,0.0
59036,X409Y,O347,G,C,C,0.0,0.0
59037,X409Z,P038,D,C,C,0.0,0.0
59038,X409Z,P031,A,C,C,0.0,0.0
59039,X409a,O347,G,C,C,0.0,0.0
59040,X409b,O347,D,C,C,0.0,0.0
59041,X409b,O655,R,C,C,0.0,0.0
59042,X409c,O346,D,C,C,0.0,0.0
59043,X409c,O221,R,C,C,0.0,0.0
59044,X409c,O655,R,C,C,0.0,0.0
59045,X409c,P031,R,C,C,0.0,0.0
59046,X409d,O346,D,C,C,0.0,0.0
59047,X409d,O655,R,C,C,0.0,0.0
59048,X409d,P031,R,C,C,0.0,0.0
59049,X409d,P038,R,C,C,0.0,0.0
59050,X409e,O346,G,C,C,0.0,0.0
59051,X409f,O346,G,C,C,0.0,0.0
59052,X409g,O346,G,C,C,0.0,0.0
59053,X409h,P038,D,C,C,0.0,0.0
59054,X409h,P031,A,C,C,0.0,0.0
59055,X409i,O346,G,C,C,0.0,0.0
59056,X409j,O346,G,C,C,0.0,0.0
59057,X409k,O346,G,C,C,0.0,0.0
59058,X409l,O346,G,C,C,0.0,0.0
59059,X409m,O346,G,C,C,0.0,0.0
59060,X409n,O346,D,C,C,0.0,0.0
59061,X409n,O655,R,C,C,0.0,0.0
59062,X409o,P038,D,C,C,0.0,0.0
59063,X409o,P031,A,C,C,0.0,0.0
59064,X409p,O346,G,C,C,0.0,0.0
59065,X409q,O346,D,C,C,0.0,0.0
59066,X409q,O655,R,C,C,0.0,0.0
59067,X409r,O344,D,C,C,0.0,0.0
59068,X409r,O655,R,C,C,0.0,0.0
59069,X409r,P038,R,C,C,0.0,0.0
59070,X409s,O344,G,C,C,0.0,0.0
59071,X409t,O344,G,C,C,0.0,0.0
59072,X409u,O344,G,C,C,0.0,0.0
59073,X409v,P038,D,C,C,0.0,0.0
59074,X409v,P031,A,C,C,0.0,0.0
59075,X409w,O344,D,C,C,0.0,0.0
59076,X409w,O655,R,C,C,0.0,0.0
59077,X409w,P038,R,C,C,0.0,0.0
59078,X409x,O344,G,C,C,0.0,0.0
59079,X409y,O344,G,C,C,0.0,0.0
59080,X409z,O344,D,C,C,0.0,0.0
59081,X409z,O655,R,C,C,0.0,0.0
59082,X409z,P038,R,C,C,0.0,0.0
59083,X40A0,P038,D,C,C,0.0,0.0
59084,X40A0,P031,A,C,C,0.0,0.0
59085,X40A1,O348,G,C,C,0.0,0.0
59086,X40A2,O348,G,C,C,0.0,0.0
59087,X40A3,O348,G,C,C,0.0,0.0
59088,X40A4,O998,D,C,C,0.0,0.0
59089,X40A4,N811,D,C,C,1.0,0.0
59090,X40A4,N812,A,C,C,1.0,0.0
59091,X40A4,N813,A,C,C,1.0,0.0
59092,X40A4,N814,A,C,C,1.0,0.0
59093,X40A5,O348,D,C,C,0.0,0.0
59094,X40A5,O655,R,C,C,0.0,0.0
59095,X40A5,P038,R,C,C,0.0,0.0
59096,X40A6,O348,D,C,C,0.0,0.0
59097,X40A6,O655,R,C,C,0.0,0.0
59098,X40A6,P031,R,C,C,0.0,0.0
59099,X40A7,P038,D,C,C,0.0,0.0
59100,X40A7,P031,A,C,C,0.0,0.0
59101,X40A8,P038,D,C,C,0.0,0.0
59102,X40A8,P031,A,C,C,0.0,0.0
59103,X40A9,O348,D,C,C,0.0,0.0
59104,X40A9,O655,R,C,C,0.0,0.0
59105,X40A9,P038,R,C,C,0.0,0.0
59106,X40AA,O348,D,C,C,0.0,0.0
59107,X40AA,O655,R,C,C,0.0,0.0
59108,X40AA,P031,R,C,C,0.0,0.0
59109,X40AB,O348,G,C,C,0.0,0.0
59110,X40AC,O348,G,C,C,0.0,0.0
59111,X40AD,O348,G,C,C,0.0,0.0
59112,X40AE,O348,G,C,C,0.0,0.0
59113,X40AF,O348,D,C,C,0.0,0.0
59114,X40AF,O655,R,C,C,0.0,0.0
59115,X40AF,O998,D,C,C,0.0,1.0
59116,X40AF,N811,D,C,C,1.0,1.0
59117,X40AF,N812,A,C,C,1.0,1.0
59118,X40AF,N813,A,C,C,1.0,1.0
59119,X40AF,N814,A,C,C,1.0,1.0
59120,X40AG,O341,D,C,C,0.0,0.0
59121,X40AG,O655,R,C,C,0.0,0.0
59122,X40AG,P038,R,C,C,0.0,0.0
59123,X40AH,O341,G,C,C,0.0,0.0
59124,X40AI,O341,D,C,C,0.0,0.0
59125,X40AI,O655,R,C,C,0.0,0.0
59126,X40AI,P038,R,C,C,0.0,0.0
59127,X40AJ,O341,D,C,C,0.0,0.0
59128,X40AJ,O655,R,C,C,0.0,0.0
59129,X40AJ,P038,R,C,C,0.0,0.0
59130,X40AK,O341,D,C,C,0.0,0.0
59131,X40AK,O655,R,C,C,0.0,0.0
59132,X40AK,P038,R,C,C,0.0,0.0
59133,X40AL,O341,D,C,C,0.0,0.0
59134,X40AL,O655,R,C,C,0.0,0.0
59135,X40AL,P038,R,C,C,0.0,0.0
59136,X40AM,O341,D,C,C,0.0,0.0
59137,X40AM,O655,R,C,C,0.0,0.0
59138,X40AM,P038,R,C,C,0.0,0.0
59139,X40AN,O340,D,C,C,0.0,0.0
59140,X40AN,O655,R,C,C,0.0,0.0
59141,X40AN,P038,R,C,C,0.0,0.0
59142,X40AO,O340,G,C,C,0.0,0.0
59143,X40AP,O340,D,C,C,0.0,0.0
59144,X40AP,O655,R,C,C,0.0,0.0
59145,X40AP,P038,R,C,C,0.0,0.0
59146,X40AQ,P038,D,C,C,0.0,0.0
59147,X40AQ,P031,A,C,C,0.0,0.0
59148,X40AR,O340,G,C,C,0.0,0.0
59149,X40AS,O340,D,C,C,0.0,0.0
59150,X40AS,O655,R,C,C,0.0,0.0
59151,X40AS,P038,R,C,C,0.0,0.0
59152,X40AT,O340,D,C,C,0.0,0.0
59153,X40AT,O655,R,C,C,0.0,0.0
59154,X40AT,P038,R,C,C,0.0,0.0
59155,X40AU,O994,D,C,C,0.0,0.0
59156,X40AU,O903,R,C,C,0.0,0.0
59157,X40AV,O994,G,C,P,0.0,0.0
59158,X40AW,O993,D,C,C,0.0,0.0
59159,X40AW,P044,R,C,C,0.0,0.0
59160,X40AW,P961,R,C,C,0.0,0.0
59161,X40AX,Z204,G,C,C,0.0,0.0
59162,X40AY,O268,G,C,C,0.0,0.0
59163,X40Aa,O121,G,C,C,0.0,0.0
59164,X40Ad,Z354,G,C,M,0.0,0.0
59165,X40Ag,Z641,D,C,M,0.0,0.0
59166,X40Ag,Z354,R,C,C,0.0,0.0
59167,X40Ah,Z353,G,C,C,0.0,0.0
59168,X40Ai,Z353,G,C,C,0.0,0.0
59169,X40Aj,O321,G,C,C,0.0,0.0
59170,X40Ak,O309,G,C,C,0.0,0.0
59171,X40Al,O300,D,C,C,0.0,0.0
59172,X40Al,P015,R,C,C,0.0,0.0
59173,X40Am,Z33X,G,C,M,0.0,0.0
59174,X40An,Z349,G,C,C,0.0,0.0
59175,X40Ao,Z359,D,C,C,0.0,0.0
59176,X40Ao,Z35,A,M,C,0.0,0.0
59177,X40Aq,Z33X,G,C,M,0.0,0.0
59178,X40Av,Z33X,G,C,M,0.0,0.0
59179,X40Aw,O308,D,C,C,0.0,0.0
59180,X40Aw,P015,R,C,C,0.0,0.0
59181,X40Ax,O300,D,C,C,0.0,0.0
59182,X40Ax,P015,R,C,C,0.0,0.0
59183,X40Ay,O300,D,C,C,0.0,0.0
59184,X40Ay,P015,R,C,C,0.0,0.0
59185,X40Az,O308,G,C,C,0.0,0.0
59186,X40B0,O308,G,C,C,0.0,0.0
59187,X40B1,O308,G,C,C,0.0,0.0
59188,X40B2,O311,G,C,C,0.0,0.0
59189,X40B3,O312,G,C,C,0.0,0.0
59190,X40B4,O010,G,C,P,0.0,0.0
59191,X40B5,O011,G,C,P,0.0,0.0
59192,X40B6,O019,G,C,P,0.0,0.0
59193,X40B9,D392,G,C,P,0.0,0.0
59194,X40BA,O367,D,C,C,0.0,0.0
59195,X40BA,O833,R,C,C,0.0,0.0
59196,X40BA,P014,R,C,P,0.0,0.0
59197,X40BB,O001,D,C,P,0.0,0.0
59198,X40BB,P014,R,C,P,0.0,0.0
59199,X40BC,O035,D,C,C,0.0,0.0
59200,X40BC,O030,A,C,C,0.0,0.0
59201,X40BC,A419,D,C,C,1.0,0.0
59202,X40BC,A41,A,M,C,1.0,0.0
59203,X40BC,A40,R,M,C,1.0,0.0
59204,X40BD,O039,D,C,C,0.0,0.0
59205,X40BD,O03,A,M,C,0.0,0.0
59206,X40BD,O05,R,M,C,0.0,0.0
59207,X40BD,O20,R,M,C,0.0,0.0
59208,X40BE,O021,D,C,C,0.0,0.0
59209,X40BE,O030,R,C,C,0.0,0.0
59210,X40BE,O031,R,C,C,0.0,0.0
59211,X40BE,O032,R,C,C,0.0,0.0
59212,X40BE,O033,R,C,C,0.0,0.0
59213,X40BE,O034,R,C,C,0.0,0.0
59214,X40BE,O040,R,C,C,0.0,0.0
59215,X40BE,O041,R,C,C,0.0,0.0
59216,X40BE,O042,R,C,C,0.0,0.0
59217,X40BE,O043,R,C,C,0.0,0.0
59218,X40BE,O044,R,C,C,0.0,0.0
59219,X40BE,O050,R,C,C,0.0,0.0
59220,X40BE,O051,R,C,C,0.0,0.0
59221,X40BE,O052,R,C,C,0.0,0.0
59222,X40BE,O053,R,C,C,0.0,0.0
59223,X40BE,O054,R,C,C,0.0,0.0
59224,X40BE,O060,R,C,C,0.0,0.0
59225,X40BE,O061,R,C,C,0.0,0.0
59226,X40BE,O062,R,C,C,0.0,0.0
59227,X40BE,O063,R,C,C,0.0,0.0
59228,X40BE,O064,R,C,C,0.0,0.0
59229,X40BE,O722,R,C,C,0.0,0.0
59230,X40BE,O73,R,M,C,0.0,0.0
59231,X40BF,O065,D,C,C,0.0,0.0
59232,X40BF,O060,A,C,C,0.0,0.0
59233,X40BF,O030,R,C,C,0.0,0.0
59234,X40BF,O035,R,C,C,0.0,0.0
59235,X40BF,O040,R,C,C,0.0,0.0
59236,X40BF,O045,R,C,C,0.0,0.0
59237,X40BF,O050,R,C,C,0.0,0.0
59238,X40BF,O055,R,C,C,0.0,0.0
59239,X40BF,O070,R,C,C,0.0,0.0
59240,X40BF,O075,R,C,C,0.0,0.0
59241,X40BF,O080,R,C,C,0.0,0.0
59242,X40BG,O339,D,C,C,0.0,0.0
59243,X40BG,O33,A,M,C,0.0,0.0
59244,X40BG,O65,R,M,C,0.0,0.0
59245,X40BG,P031,R,C,P,0.0,0.0
59246,X40BH,O333,D,C,C,0.0,0.0
59247,X40BH,O653,R,C,C,0.0,0.0
59248,X40BH,P031,R,C,P,0.0,0.0
59249,X40BI,O337,D,C,C,0.0,0.0
59250,X40BI,O663,R,C,C,0.0,0.0
59251,X40BI,P031,R,C,P,0.0,0.0
59252,X40BJ,O431,D,C,C,0.0,0.0
59253,X40BJ,P022,R,C,P,0.0,0.0
59254,X40BK,O438,G,C,C,0.0,0.0
59255,X40BL,O438,G,C,C,0.0,0.0
59256,X40BM,O438,G,C,C,0.0,0.0
59257,X40BN,O431,D,C,C,0.0,0.0
59258,X40BN,P022,R,C,P,0.0,0.0
59259,X40BO,O431,D,C,C,0.0,0.0
59260,X40BO,P022,R,C,P,0.0,0.0
59261,X40BP,O431,D,C,C,0.0,0.0
59262,X40BP,P022,R,C,P,0.0,0.0
59263,X40BQ,O431,D,C,C,0.0,0.0
59264,X40BQ,P022,R,C,P,0.0,0.0
59265,X40BR,O438,G,C,C,0.0,0.0
59266,X40BS,O431,D,C,C,0.0,0.0
59267,X40BS,P022,R,C,P,0.0,0.0
59268,X40BT,O431,D,C,C,0.0,0.0
59269,X40BT,P022,R,C,P,0.0,0.0
59270,X40BU,O438,G,C,C,0.0,0.0
59271,X40BV,O698,G,C,C,0.0,0.0
59272,X40BW,O698,G,C,C,0.0,0.0
59273,X40BX,O431,D,C,C,0.0,0.0
59274,X40BX,P026,R,C,P,0.0,0.0
59275,X40BY,O695,D,C,C,0.0,0.0
59276,X40BY,P026,R,C,P,0.0,0.0
59277,X40BZ,O695,D,C,C,0.0,0.0
59278,X40BZ,P501,R,C,C,0.0,0.0
59279,X40BZ,P51,R,M,C,0.0,0.0
59280,X40Ba,O419,D,C,C,0.0,0.0
59281,X40Ba,O41,A,M,C,0.0,0.0
59282,X40Ba,O40X,R,C,C,0.0,0.0
59283,X40Ba,P012,R,C,P,0.0,0.0
59284,X40Ba,P013,R,C,P,0.0,0.0
59285,X40Ba,P027,R,C,P,0.0,0.0
59286,X40Ba,P028,R,C,P,0.0,0.0
59287,X40Ba,P029,R,C,P,0.0,0.0
59288,X40Bb,O429,D,C,C,0.0,0.0
59289,X40Bb,O42,A,M,C,0.0,0.0
59290,X40Bb,O756,R,C,C,0.0,0.0
59291,X40Bb,P011,R,C,P,0.0,0.0
59292,X40Bg,O429,D,C,C,0.0,0.0
59293,X40Bg,O42,A,M,C,0.0,0.0
59294,X40Bg,O755,R,C,C,0.0,0.0
59295,X40Bg,O756,R,C,C,0.0,0.0
59296,X40Bg,P011,R,C,P,0.0,0.0
59297,X40Bh,O421,D,C,C,0.0,0.0
59298,X40Bh,O422,A,C,C,0.0,0.0
59299,X40Bh,P011,R,C,P,0.0,0.0
59300,X40Bi,O418,G,C,C,0.0,0.0
59301,X40Bj,O418,G,C,C,0.0,0.0
59302,X40Bk,Q798,G,C,C,0.0,0.0
59303,X40Bl,O028,G,C,C,0.0,0.0
59304,X40Bn,O460,D,C,C,0.0,0.0
59305,X40Bn,P021,R,C,P,0.0,0.0
59306,X40Bo,O460,D,C,C,0.0,0.0
59307,X40Bo,P021,R,C,P,0.0,0.0
59308,X40Bp,O460,D,C,C,0.0,0.0
59309,X40Bp,P021,R,C,P,0.0,0.0
59310,X40Bq,O469,D,C,C,0.0,0.0
59311,X40Bq,O46,A,M,C,0.0,0.0
59312,X40Bq,O441,R,C,C,0.0,0.0
59313,X40Bq,O45,R,M,C,0.0,0.0
59314,X40Br,R58X,G,C,C,0.0,0.0
59315,X40Bs,O469,D,C,C,0.0,0.0
59316,X40Bs,O46,A,M,C,0.0,0.0
59317,X40Bs,O441,R,C,C,0.0,0.0
59318,X40Bs,O45,R,M,C,0.0,0.0
59319,X40Bt,O468,D,C,C,0.0,0.0
59320,X40Bt,O46,A,M,C,0.0,0.0
59321,X40Bt,P021,R,C,C,0.0,0.0
59322,X40Bu,O441,D,C,C,0.0,0.0
59323,X40Bu,P020,R,C,C,0.0,0.0
59324,X40Bu,P021,R,C,C,0.0,0.0
59325,X40Bv,O469,G,C,C,0.0,0.0
59326,X40Bw,O11X,G,C,C,0.0,0.0
59327,X40Bx,O13X,G,C,C,0.0,0.0
59328,X40By,O149,D,C,C,0.0,0.0
59329,X40By,O14,A,M,C,0.0,0.0
59330,X40By,O11X,R,C,C,0.0,0.0
59331,X40By,P000,R,C,C,0.0,0.0
59332,X40Bz,R688,G,C,C,0.0,0.0
59333,X40C0,O121,D,C,C,0.0,0.0
59334,X40C0,O16X,D,C,C,1.0,0.0
59335,X40C1,O13X,G,C,C,0.0,0.0
59336,X40C2,O151,E,C,C,0.0,0.0
59337,X40C3,O142,G,C,C,0.0,0.0
59338,X40C4,O269,G,C,C,0.0,0.0
59339,X40C5,O120,D,C,C,0.0,0.0
59340,X40C5,O122,A,C,C,0.0,0.0
59341,X40C7,O219,D,C,C,0.0,0.0
59342,X40C7,O21,A,M,C,0.0,0.0
59343,X40C9,O221,D,C,C,0.0,0.0
59344,X40C9,O878,R,C,C,0.0,0.0
59345,X40CA,O260,D,C,C,0.0,0.0
59346,X40CA,O261,A,C,C,0.0,0.0
59347,X40CB,O261,G,C,C,0.0,0.0
59348,X40CC,O261,G,C,C,0.0,0.0
59349,X40CD,O439,D,C,C,0.0,0.0
59350,X40CD,O43,A,M,C,0.0,0.0
59351,X40CE,P95X,G,C,C,0.0,0.0
59352,X40CG,O365,D,C,C,0.0,0.0
59353,X40CG,P022,R,C,P,0.0,0.0
59354,X40CH,O438,D,C,C,0.0,0.0
59355,X40CH,P021,R,C,P,0.0,0.0
59356,X40CI,O720,D,C,C,0.0,0.0
59357,X40CI,O722,A,C,C,0.0,0.0
59358,X40CI,O73,R,M,C,0.0,0.0
59359,X40CJ,O720,D,C,C,0.0,0.0
59360,X40CJ,O722,A,C,C,0.0,0.0
59361,X40CJ,O730,R,C,C,0.0,0.0
59362,X40CJ,O731,R,C,C,0.0,0.0
59363,X40CK,O722,D,C,C,0.0,0.0
59364,X40CK,O731,R,C,C,0.0,0.0
59365,X40CL,O432,E,C,C,0.0,0.0
59366,X40CM,O432,G,C,P,0.0,0.0
59367,X40CN,O432,G,C,P,0.0,0.0
59368,X40CO,O432,G,C,P,0.0,0.0
59369,X40CP,O432,G,C,P,0.0,0.0
59370,X40CQ,O430,D,C,C,0.0,0.0
59371,X40CQ,P023,R,C,P,0.0,0.0
59372,X40CS,O361,D,C,C,0.0,0.0
59373,X40CS,O360,A,C,C,0.0,0.0
59374,X40CS,P55,R,M,C,0.0,0.0
59375,X40CS,P560,R,C,C,0.0,0.0
59376,X40CS,P570,R,C,C,0.0,0.0
59377,X40CT,O360,D,C,C,0.0,0.0
59378,X40CT,P550,R,C,C,0.0,0.0
59379,X40CU,O361,D,C,C,0.0,0.0
59380,X40CU,P551,R,C,C,0.0,0.0
59381,X40CV,O361,D,C,C,0.0,0.0
59382,X40CV,P558,R,C,C,0.0,0.0
59383,X40CW,O361,D,C,C,0.0,0.0
59384,X40CW,P558,R,C,C,0.0,0.0
59385,X40CX,O361,D,C,C,0.0,0.0
59386,X40CX,P558,R,C,C,0.0,0.0
59387,X40CY,O361,D,C,C,0.0,0.0
59388,X40CY,P558,R,C,C,0.0,0.0
59389,X40CZ,O690,D,C,C,0.0,0.0
59390,X40CZ,P024,R,C,P,0.0,0.0
59391,X40Ca,O698,G,C,C,0.0,0.0
59392,X40Cb,O692,D,C,C,0.0,0.0
59393,X40Cb,P025,R,C,P,0.0,0.0
59394,X40Cc,O692,D,C,C,0.0,0.0
59395,X40Cc,O690,A,C,C,0.0,0.0
59396,X40Cc,O691,A,C,C,0.0,0.0
59397,X40Cc,P024,R,C,P,0.0,0.0
59398,X40Cc,P025,R,C,P,0.0,0.0
59399,X40Cd,O692,D,C,C,0.0,0.0
59400,X40Cd,O691,A,C,C,0.0,0.0
59401,X40Cd,P025,R,C,P,0.0,0.0
59402,X40Ce,O692,D,C,C,0.0,0.0
59403,X40Ce,P025,R,C,P,0.0,0.0
59404,X40Cf,O692,D,C,C,0.0,0.0
59405,X40Cf,P025,R,C,P,0.0,0.0
59406,X40Cg,O698,G,C,C,0.0,0.0
59407,X40Ch,O698,G,C,C,0.0,0.0
59408,X40Ci,O698,D,C,C,0.0,0.0
59409,X40Ci,P026,R,C,P,0.0,0.0
59410,X40Cj,O695,D,C,C,0.0,0.0
59411,X40Cj,P026,R,C,P,0.0,0.0
59412,X40Ck,O695,D,C,C,0.0,0.0
59413,X40Ck,P026,R,C,P,0.0,0.0
59414,X40Cl,O809,D,C,C,0.0,0.0
59415,X40Cl,O80,A,M,C,0.0,0.0
59416,X40Cl,O81,R,M,C,0.0,0.0
59417,X40Cl,O82,R,M,C,0.0,0.0
59418,X40Cl,O83,R,M,C,0.0,0.0
59419,X40Cl,O84,R,M,C,0.0,0.0
59420,X40Cq,O849,D,C,C,0.0,0.0
59421,X40Cq,O84,A,M,C,0.0,0.0
59422,X40Cq,O30,R,M,C,0.0,0.0
59423,X40Cr,O757,E,C,C,0.0,0.0
59424,X40Cv,O758,G,C,C,0.0,0.0
59425,X40Cy,O622,D,C,C,0.0,0.0
59426,X40Cy,O620,A,C,C,0.0,0.0
59427,X40Cy,O621,A,C,C,0.0,0.0
59428,X40Cy,P036,R,C,P,0.0,0.0
59429,X40Cz,O624,D,C,C,0.0,0.0
59430,X40Cz,P036,R,C,P,0.0,0.0
59431,X40D0,O624,D,C,C,0.0,0.0
59432,X40D0,P036,R,C,P,0.0,0.0
59433,X40D1,O624,D,C,C,0.0,0.0
59434,X40D1,O669,R,C,C,0.0,0.0
59435,X40D1,P036,R,C,P,0.0,0.0
59436,X40D2,O624,D,C,C,0.0,0.0
59437,X40D2,O669,R,C,C,0.0,0.0
59438,X40D2,P036,R,C,P,0.0,0.0
59439,X40D3,O624,D,C,C,0.0,0.0
59440,X40D3,P036,R,C,P,0.0,0.0
59441,X40D4,O622,D,C,C,0.0,0.0
59442,X40D4,O620,A,C,C,0.0,0.0
59443,X40D4,O621,A,C,C,0.0,0.0
59444,X40D4,P036,R,C,P,0.0,0.0
59445,X40D5,O624,D,C,C,0.0,0.0
59446,X40D5,P036,R,C,P,0.0,0.0
59447,X40D6,O622,D,C,C,0.0,0.0
59448,X40D6,P036,R,C,P,0.0,0.0
59449,X40D7,O639,D,C,C,0.0,0.0
59450,X40D7,O63,A,M,C,0.0,0.0
59451,X40D7,P038,R,C,C,0.0,0.0
59452,X40D8,O630,D,C,C,0.0,0.0
59453,X40D8,P038,R,C,P,0.0,0.0
59454,X40D9,O632,D,C,C,0.0,0.0
59455,X40D9,P038,R,C,P,0.0,0.0
59456,X40DA,O669,D,C,C,0.0,0.0
59457,X40DA,O66,A,M,C,0.0,0.0
59458,X40DA,O620,R,C,C,0.0,0.0
59459,X40DA,O621,R,C,C,0.0,0.0
59460,X40DA,O622,R,C,C,0.0,0.0
59461,X40DA,O624,R,C,C,0.0,0.0
59462,X40DA,O64,R,M,C,0.0,0.0
59463,X40DA,O65,R,M,C,0.0,0.0
59464,X40DA,P031,R,C,P,0.0,0.0
59465,X40DA,P036,R,C,P,0.0,0.0
59466,X40DB,O624,D,C,C,0.0,0.0
59467,X40DB,O620,A,C,C,0.0,0.0
59468,X40DB,O621,A,C,C,0.0,0.0
59469,X40DB,O622,A,C,C,0.0,0.0
59470,X40DB,O628,A,C,C,0.0,0.0
59471,X40DB,O64,R,M,C,0.0,0.0
59472,X40DB,O65,R,M,C,0.0,0.0
59473,X40DB,O66,R,M,C,0.0,0.0
59474,X40DB,P030,R,C,P,0.0,0.0
59475,X40DB,P031,R,C,P,0.0,0.0
59476,X40DB,P036,R,C,P,0.0,0.0
59477,X40DB,P038,R,C,P,0.0,0.0
59478,X40DC,O669,D,C,C,0.0,0.0
59479,X40DC,O66,A,M,C,0.0,0.0
59480,X40DC,O62,R,M,C,0.0,0.0
59481,X40DC,O64,R,M,C,0.0,0.0
59482,X40DC,O65,R,M,C,0.0,0.0
59483,X40DC,P030,R,C,P,0.0,0.0
59484,X40DC,P031,R,C,P,0.0,0.0
59485,X40DC,P036,R,C,P,0.0,0.0
59486,X40DC,P038,R,C,P,0.0,0.0
59487,X40DD,O620,D,C,C,0.0,0.0
59488,X40DD,O621,A,C,C,0.0,0.0
59489,X40DD,O655,R,C,C,0.0,0.0
59490,X40DD,P036,R,C,P,0.0,0.0
59491,X40DE,O641,D,C,C,0.0,0.0
59492,X40DE,P030,R,C,P,0.0,0.0
59493,X40DF,O610,D,C,C,0.0,0.0
59494,X40DF,P038,R,C,P,0.0,0.0
59495,X40DH,O679,D,C,C,0.0,0.0
59496,X40DH,O67,A,M,C,0.0,0.0
59497,X40DH,O441,R,C,C,0.0,0.0
59498,X40DH,O45,R,M,C,0.0,0.0
59499,X40DH,O72,R,M,C,0.0,0.0
59500,X40DH,P020,R,C,P,0.0,0.0
59501,X40DH,P021,R,C,P,0.0,0.0
59502,X40DH,P038,R,C,P,0.0,0.0
59503,X40DI,O719,D,C,C,0.0,0.0
59504,X40DI,O71,A,M,C,0.0,0.0
59505,X40DI,O70,R,M,C,0.0,0.0
59506,X40DI,P038,R,C,P,0.0,0.0
59507,X40DJ,O716,G,C,C,0.0,0.0
59508,X40DK,O716,G,C,C,0.0,0.0
59509,X40DL,O716,G,C,C,0.0,0.0
59510,X40DM,O715,G,C,C,0.0,0.0
59511,X40DN,O715,G,C,C,0.0,0.0
59512,X40DO,O717,D,C,C,0.0,0.0
59513,X40DO,P155,R,C,C,0.0,0.0
59514,X40DQ,S314,D,C,P,0.0,0.0
59515,X40DQ,O70,R,M,C,0.0,0.0
59516,X40DQ,P038,R,C,P,0.0,0.0
59517,X40DR,O709,D,C,C,0.0,0.0
59518,X40DR,O70,A,M,C,0.0,0.0
59519,X40DR,P038,R,C,P,0.0,0.0
59520,X40DS,S314,D,C,P,0.0,0.0
59521,X40DS,O70,R,M,C,0.0,0.0
59522,X40DT,S314,D,C,P,0.0,0.0
59523,X40DT,N898,R,C,C,0.0,0.0
59524,X40DT,O70,R,M,C,0.0,0.0
59525,X40DT,O714,R,C,C,0.0,0.0
59526,X40DT,P038,R,C,P,0.0,0.0
59527,X40DV,O723,G,C,C,0.0,0.0
59528,X40DW,O723,G,C,C,0.0,0.0
59529,X40DX,O721,D,C,C,0.0,0.0
59530,X40DX,O720,A,C,C,0.0,0.0
59531,X40DY,O723,G,C,C,0.0,0.0
59532,X40DZ,O860,G,C,C,0.0,0.0
59533,X40Da,O717,G,C,C,0.0,0.0
59534,X40Dc,O888,G,C,C,0.0,0.0
59535,X40Dd,O879,D,C,C,0.0,0.0
59536,X40Dd,O87,A,M,C,0.0,0.0
59537,X40Df,O220,D,C,C,0.0,0.0
59538,X40Df,O221,A,C,C,0.0,0.0
59539,X40Df,O224,A,C,C,0.0,0.0
59540,X40Df,O872,R,C,C,0.0,0.0
59541,X40Df,O878,R,C,C,0.0,0.0
59542,X40Dg,O221,G,C,C,0.0,0.0
59543,X40Dh,O221,G,C,C,0.0,0.0
59544,X40Di,O864,D,C,C,0.0,0.0
59545,X40Di,O752,R,C,C,0.0,0.0
59546,X40Di,O85X,R,C,P,0.0,0.0
59547,X40Dj,O905,E,C,C,0.0,0.0
59548,X40Dl,F530,G,C,C,0.0,0.0
59549,X40Dm,F531,G,C,C,0.0,0.0
59550,X40Do,F530,G,C,C,0.0,0.0
59551,X40Dp,F531,G,C,C,0.0,0.0
59552,X40Dq,O922,D,C,C,0.0,0.0
59553,X40Dq,O92,A,M,C,0.0,0.0
59554,X40Dq,O91,R,M,C,0.0,0.0
59555,X40Dr,O910,G,C,C,0.0,0.0
59556,X40Ds,O922,G,C,C,0.0,0.0
59557,X40Dt,O922,G,C,C,0.0,0.0
59558,X40Du,O924,D,C,C,0.0,0.0
59559,X40Du,O923,A,C,C,0.0,0.0
59560,X40Dv,O927,G,C,C,0.0,0.0
59561,X40Dw,O95X,D,C,C,0.0,0.0
59562,X40Dw,O96,R,M,C,0.0,0.0
59563,X40Dw,O97,R,M,C,0.0,0.0
59564,X40Dw,P016,R,C,C,0.0,0.0
59565,X40Dx,O960,D,C,C,0.0,0.0
59566,X40Dx,O970,R,C,C,0.0,0.0
59567,X40Dy,O95X,E,C,C,0.0,0.0
59568,X40Dz,O95X,D,C,C,0.0,0.0
59569,X40Dz,O96,R,M,C,0.0,0.0
59570,X40Dz,O97,R,M,C,0.0,0.0
59571,X40E0,P95X,D,C,C,0.0,0.0
59572,X40E0,O021,R,C,C,0.0,0.0
59573,X40E0,O364,R,C,C,0.0,0.0
59574,X40E1,P95X,D,C,C,0.0,0.0
59575,X40E1,O364,R,C,C,0.0,0.0
59576,X40E2,O312,G,C,C,0.0,0.0
59577,X40E3,P95X,D,C,C,0.0,0.0
59578,X40E3,Z352,R,C,C,0.0,0.0
59579,X40E3,Z371,R,C,M,0.0,0.0
59580,X40E3,Z373,R,C,M,0.0,0.0
59581,X40E3,Z374,R,C,M,0.0,0.0
59582,X40E3,Z377,R,C,M,0.0,0.0
